Order_ID,Month,City,Area,Restaurant,Food_Category,Item_Name,Quantity,Unit_Price,Discount,Delivery_Fee,Subtotal,Total_Amount,Cost,Profit,Meal_Time,Order_Status,Payment_Method,Rating
ORD-1983,Jun,Lahore,Iqbal Town,Salt'n Pepper,Desi,Haleem,5,330,0.0,49,1650,1699,908,791,Dinner,Cancelled,Credit Card,
ORD-1984,Jun,Lahore,Wapda Town,McDonald's Gulberg,Pizza,Pepperoni Pizza,5,971,0.0,0,4855,4855,2670,2185,Breakfast,Delivered,Cash on Delivery,3.5
ORD-1985,Jun,Lahore,Johar Town,Waris Nihari,Pizza,Fajita Pizza,1,801,0.1,0,801,721,441,280,Late Night,Delivered,JazzCash,5.0
ORD-1986,Jun,Lahore,Gulberg,Waris Nihari,Burger,Zinger Burger,5,580,0.15,79,2900,2544,1595,949,Lunch,Cancelled,Credit Card,
ORD-1987,Jun,Lahore,Garden Town,Yum! Lahore,Desi,Aloo Gosht,4,432,0.0,0,1728,1728,950,778,Breakfast,Delivered,Cash on Delivery,4.5
ORD-1988,Jun,Lahore,Bahria Town,Andaaz,Dessert,Zarda,4,193,0.2,99,772,717,425,292,Breakfast,Delivered,Debit Card,3.5
ORD-1989,Jun,Lahore,Clifton,Cuckoo's Den,Desi,Saag Gosht,1,402,0.0,79,402,481,221,260,Dinner,Cancelled,Cash on Delivery,
ORD-1990,Jun,Lahore,Clifton,Pak Tea House,Nihari,Special Nihari,3,509,0.2,49,1527,1271,840,431,Lunch,Delivered,Credit Card,4.5
ORD-1991,Jun,Lahore,Garden Town,Haveli Restaurant,Karahi,Mutton Karahi,2,1013,0.2,0,2026,1621,1114,507,Late Night,Cancelled,Cash on Delivery,
ORD-1992,Jun,Lahore,Iqbal Town,Haveli Restaurant,Burger,Zinger Burger,5,445,0.0,79,2225,2304,1224,1080,Lunch,Delivered,EasyPaisa,3.0
ORD-1993,Jun,Lahore,Iqbal Town,Salt'n Pepper,Desi,Daal Makhni,5,450,0.0,79,2250,2329,1238,1091,Lunch,Delivered,EasyPaisa,5.0
ORD-1994,Jun,Lahore,Johar Town,McDonald's Gulberg,Nihari,Special Nihari,5,502,0.0,0,2510,2510,1380,1130,Late Night,Delivered,Credit Card,3.0
ORD-1995,Jun,Lahore,Model Town,Charcoal Grill,Burger,Crispy Burger,5,509,0.0,0,2545,2545,1400,1145,Late Night,Delivered,Debit Card,4.5
ORD-1996,Jun,Lahore,Model Town,Waris Nihari,Biryani,Mutton Biryani,3,380,0.15,49,1140,1018,627,391,Breakfast,Delivered,JazzCash,4.5
ORD-1997,Jun,Lahore,Wapda Town,McDonald's Gulberg,Desi,Aloo Gosht,3,411,0.0,0,1233,1233,678,555,Dinner,Delivered,EasyPaisa,3.0
ORD-1998,Jun,Lahore,Wapda Town,Haveli Restaurant,Nihari,Beef Nihari,5,492,0.0,79,2460,2539,1353,1186,Dinner,Delivered,Cash on Delivery,4.0
ORD-1999,Jun,Lahore,Bahria Town,Bundu Khan Lahore,Nihari,Beef Nihari,3,468,0.0,0,1404,1404,772,632,Lunch,Delivered,EasyPaisa,4.5
ORD-2000,Jun,Lahore,Model Town,Yum! Lahore,Shawarma,Spicy Shawarma,3,305,0.0,0,915,915,503,412,Dinner,Delivered,EasyPaisa,4.5
ORD-2001,Jun,Lahore,Gulberg,Spice Bazaar,Karahi,Mutton Karahi,2,1153,0.0,0,2306,2306,1268,1038,Breakfast,Delivered,Debit Card,4.0
ORD-2002,Jun,Lahore,DHA,Cafe Aylanto,Dessert,Ras Malai,5,197,0.0,0,985,985,542,443,Dinner,Delivered,Credit Card,4.5
ORD-2003,Jun,Lahore,Cantt,Salt'n Pepper,Nihari,Beef Nihari,1,350,0.0,0,350,350,193,157,Dinner,Delivered,Credit Card,3.0
ORD-2004,Jun,Lahore,Bahria Town,Charcoal Grill,Desi,Saag Gosht,3,392,0.2,79,1176,1020,647,373,Late Night,Delivered,Cash on Delivery,4.5
ORD-2005,Jun,Lahore,Gulberg,Bundu Khan Lahore,Biryani,Prawn Biryani,2,407,0.0,79,814,893,448,445,Breakfast,Delivered,JazzCash,4.5
ORD-2006,Jun,Lahore,Johar Town,McDonald's Gulberg,BBQ,Boti Kabab,4,1253,0.2,79,5012,4089,2757,1332,Breakfast,Delivered,JazzCash,3.0
ORD-2007,Jun,Lahore,DHA,Lahori Chargha,Dessert,Ras Malai,5,246,0.0,79,1230,1309,676,633,Lunch,Delivered,Credit Card,3.5
ORD-2008,Jun,Lahore,Johar Town,Yum! Lahore,Pizza,BBQ Pizza,5,874,0.0,0,4370,4370,2404,1966,Breakfast,Delivered,EasyPaisa,3.5
ORD-2009,Jun,Lahore,Bahria Town,Charcoal Grill,Desi,Haleem,5,327,0.2,49,1635,1357,899,458,Late Night,Delivered,Cash on Delivery,5.0
ORD-2010,Jun,Lahore,Bahria Town,Charcoal Grill,BBQ,Mix BBQ Platter,1,1288,0.2,99,1288,1129,708,421,Lunch,Delivered,Credit Card,4.5
ORD-2011,Jun,Lahore,Johar Town,Butt Karahi,Biryani,Prawn Biryani,4,342,0.15,79,1368,1242,752,490,Lunch,Delivered,Cash on Delivery,4.0
ORD-2012,Jun,Lahore,Model Town,Bundu Khan Lahore,Dessert,Ras Malai,1,212,0.15,99,212,279,117,162,Dinner,Delivered,EasyPaisa,5.0
ORD-2013,Jul,Lahore,DHA,Butt Karahi,Broast,Broast Deal,4,545,0.0,49,2180,2229,1199,1030,Breakfast,Delivered,Credit Card,5.0
ORD-2014,Jul,Lahore,Garden Town,Butt Karahi,Shawarma,Mayo Shawarma,1,331,0.15,49,331,330,182,148,Dinner,Cancelled,Cash on Delivery,
ORD-2015,Jul,Lahore,Wapda Town,Cafe Aylanto,Dessert,Gulab Jamun,2,243,0.2,99,486,488,267,221,Late Night,Delivered,Cash on Delivery,4.5
ORD-2016,Jul,Lahore,Cantt,Yum! Lahore,Dessert,Ras Malai,1,241,0.15,79,241,284,133,151,Dinner,Delivered,EasyPaisa,4.0
ORD-2017,Jul,Lahore,Clifton,Pak Tea House,Shawarma,Spicy Shawarma,1,341,0.1,0,341,307,188,119,Lunch,Delivered,Credit Card,4.5
ORD-2018,Jul,Lahore,Cantt,Charcoal Grill,Dessert,Zarda,2,235,0.0,49,470,519,258,261,Late Night,Cancelled,Credit Card,
ORD-2019,Jul,Lahore,Clifton,Cuckoo's Den,Nihari,Beef Nihari,2,431,0.2,99,862,789,474,315,Dinner,Delivered,JazzCash,3.0
ORD-2020,Jul,Lahore,Gulberg,Charcoal Grill,Nihari,Mutton Nihari,4,359,0.0,0,1436,1436,790,646,Late Night,Delivered,Debit Card,4.5
ORD-2021,Jul,Lahore,DHA,Spice Bazaar,BBQ,Seekh Kabab,5,1472,0.2,0,7360,5888,4048,1840,Dinner,Delivered,Debit Card,4.5
ORD-2022,Jul,Lahore,Garden Town,Spice Bazaar,Burger,Zinger Burger,5,512,0.1,49,2560,2353,1408,945,Late Night,Cancelled,EasyPaisa,
ORD-2023,Jul,Lahore,Wapda Town,Hussain Chowk Paye,Karahi,Beef Karahi,3,953,0.0,0,2859,2859,1572,1287,Lunch,Delivered,JazzCash,3.5
ORD-2024,Jul,Lahore,Wapda Town,Andaaz,Biryani,Chicken Biryani,5,365,0.15,0,1825,1551,1004,547,Breakfast,Delivered,Credit Card,4.5
ORD-2025,Jul,Lahore,Garden Town,Cuckoo's Den,Shawarma,Mayo Shawarma,3,309,0.1,0,927,834,510,324,Lunch,Delivered,Cash on Delivery,4.5
ORD-2026,Jul,Lahore,Wapda Town,Charcoal Grill,Karahi,Chicken Karahi,2,927,0.0,0,1854,1854,1020,834,Late Night,Delivered,Debit Card,4.0
ORD-2027,Jul,Lahore,Cantt,Hussain Chowk Paye,Biryani,Prawn Biryani,1,431,0.0,79,431,510,237,273,Breakfast,Delivered,JazzCash,4.5
ORD-2028,Jul,Lahore,Johar Town,McDonald's Gulberg,Karahi,Beef Karahi,4,1038,0.1,0,4152,3737,2284,1453,Lunch,Delivered,Cash on Delivery,4.0
ORD-2029,Jul,Lahore,Iqbal Town,McDonald's Gulberg,Pizza,BBQ Pizza,5,963,0.0,49,4815,4864,2648,2216,Late Night,Cancelled,Cash on Delivery,
ORD-2030,Jul,Lahore,Model Town,Andaaz,Karahi,Chicken Karahi,2,1018,0.0,99,2036,2135,1120,1015,Breakfast,Delivered,Credit Card,4.0
ORD-2031,Jul,Lahore,Cantt,Charcoal Grill,Nihari,Mutton Nihari,3,380,0.0,99,1140,1239,627,612,Breakfast,Delivered,Cash on Delivery,4.5
ORD-2032,Jul,Lahore,Cantt,Waris Nihari,Shawarma,Mayo Shawarma,4,337,0.15,99,1348,1245,741,504,Lunch,Delivered,Debit Card,5.0
ORD-2033,Jul,Lahore,Clifton,Butt Karahi,Broast,3 Pcs Broast,1,778,0.1,49,778,749,428,321,Lunch,Delivered,JazzCash,3.5
ORD-2034,Jul,Lahore,Bahria Town,Lahori Chargha,Karahi,White Karahi,2,797,0.1,79,1594,1514,877,637,Dinner,Delivered,Cash on Delivery,4.5
ORD-2035,Jul,Lahore,DHA,Yum! Lahore,Broast,Broast Deal,1,712,0.15,49,712,654,392,262,Breakfast,Delivered,EasyPaisa,4.5
ORD-2036,Jul,Lahore,Clifton,Pak Tea House,BBQ,Boti Kabab,1,1406,0.1,0,1406,1265,773,492,Dinner,Delivered,JazzCash,4.5
ORD-2037,Jul,Lahore,Bahria Town,Charcoal Grill,BBQ,Chicken Tikka,3,1196,0.0,99,3588,3687,1973,1714,Late Night,Cancelled,EasyPaisa,
ORD-2038,Jul,Lahore,Wapda Town,Bundu Khan Lahore,Shawarma,Mayo Shawarma,1,293,0.2,0,293,234,161,73,Late Night,Delivered,Cash on Delivery,3.0
ORD-2039,Jul,Lahore,Garden Town,Yum! Lahore,Broast,Full Broast,3,648,0.0,49,1944,1993,1069,924,Lunch,Delivered,EasyPaisa,3.0
ORD-2040,Jul,Lahore,Clifton,Salt'n Pepper,BBQ,Seekh Kabab,4,1200,0.0,0,4800,4800,2640,2160,Lunch,Delivered,Credit Card,3.0
ORD-2041,Jul,Lahore,Johar Town,Pak Tea House,Desi,Daal Makhni,2,318,0.15,79,636,620,350,270,Breakfast,Delivered,EasyPaisa,5.0
ORD-2042,Jul,Lahore,Bahria Town,Lahori Chargha,Shawarma,Chicken Shawarma,4,281,0.0,49,1124,1173,618,555,Breakfast,Cancelled,Cash on Delivery,
ORD-2043,Jul,Lahore,Wapda Town,Cuckoo's Den,Biryani,Prawn Biryani,4,401,0.0,79,1604,1683,882,801,Lunch,Delivered,Debit Card,3.0
ORD-2044,Jul,Lahore,Clifton,Lahori Chargha,Dessert,Ras Malai,4,220,0.0,0,880,880,484,396,Lunch,Delivered,JazzCash,3.0
ORD-2045,Jul,Lahore,Garden Town,Hussain Chowk Paye,BBQ,Chicken Tikka,2,1025,0.0,49,2050,2099,1128,971,Lunch,Delivered,Credit Card,3.0
ORD-2046,Jul,Lahore,Gulberg,Cuckoo's Den,BBQ,Boti Kabab,3,1072,0.15,0,3216,2734,1769,965,Late Night,Delivered,EasyPaisa,5.0
ORD-2047,Jul,Lahore,Wapda Town,Andaaz,Pizza,BBQ Pizza,1,1012,0.15,99,1012,959,557,402,Lunch,Delivered,JazzCash,3.0
ORD-2048,Jul,Lahore,Johar Town,Yum! Lahore,Dessert,Gulab Jamun,2,205,0.2,79,410,407,226,181,Dinner,Delivered,Cash on Delivery,5.0
ORD-2049,Jul,Lahore,Wapda Town,Lahori Chargha,Burger,Zinger Burger,5,545,0.0,0,2725,2725,1499,1226,Lunch,Delivered,Credit Card,3.0
ORD-2050,Jul,Lahore,Clifton,Pak Tea House,Nihari,Special Nihari,1,354,0.0,49,354,403,195,208,Lunch,Delivered,JazzCash,4.0
ORD-2051,Jul,Lahore,Garden Town,Cuckoo's Den,Nihari,Special Nihari,5,349,0.1,79,1745,1650,960,690,Late Night,Delivered,Credit Card,4.0
ORD-2052,Jul,Lahore,Bahria Town,Hussain Chowk Paye,Desi,Daal Makhni,2,327,0.1,99,654,688,360,328,Lunch,Delivered,JazzCash,4.0
ORD-2053,Jul,Lahore,Garden Town,Bundu Khan Lahore,BBQ,Chicken Tikka,1,1196,0.0,49,1196,1245,658,587,Dinner,Delivered,Credit Card,3.0
ORD-2054,Jul,Lahore,Garden Town,Charcoal Grill,Biryani,Chicken Biryani,4,305,0.1,49,1220,1147,671,476,Breakfast,Cancelled,JazzCash,
ORD-2055,Jul,Lahore,Clifton,McDonald's Gulberg,Shawarma,Spicy Shawarma,3,241,0.1,49,723,700,398,302,Late Night,Delivered,Cash on Delivery,4.0
ORD-2056,Jul,Lahore,Cantt,Salt'n Pepper,Shawarma,Mayo Shawarma,2,347,0.15,79,694,669,382,287,Lunch,Delivered,Cash on Delivery,4.0
ORD-2057,Jul,Lahore,DHA,Yum! Lahore,Pizza,Pepperoni Pizza,2,743,0.1,79,1486,1416,817,599,Lunch,Delivered,Cash on Delivery,4.0
ORD-2058,Jul,Lahore,Gulberg,Spice Bazaar,Dessert,Gulab Jamun,2,230,0.0,49,460,509,253,256,Lunch,Delivered,Debit Card,4.0
ORD-2059,Jul,Lahore,Garden Town,Andaaz,Shawarma,Chicken Shawarma,4,275,0.0,49,1100,1149,605,544,Lunch,Delivered,Cash on Delivery,5.0
ORD-2060,Jul,Lahore,Wapda Town,Bundu Khan Lahore,Biryani,Beef Biryani,3,346,0.1,49,1038,983,571,412,Dinner,Delivered,EasyPaisa,4.0
ORD-2061,Jul,Lahore,Gulberg,Cuckoo's Den,Nihari,Special Nihari,3,345,0.2,99,1035,927,569,358,Dinner,Delivered,Debit Card,5.0
ORD-2062,Jul,Lahore,Clifton,Cafe Aylanto,Biryani,Prawn Biryani,2,410,0.15,99,820,796,451,345,Dinner,Cancelled,EasyPaisa,
ORD-2063,Jul,Lahore,Iqbal Town,Bundu Khan Lahore,Biryani,Beef Biryani,4,366,0.0,49,1464,1513,805,708,Dinner,Delivered,Credit Card,4.0
ORD-2064,Jul,Lahore,Clifton,Charcoal Grill,Desi,Saag Gosht,4,366,0.0,99,1464,1563,805,758,Dinner,Delivered,Debit Card,5.0
ORD-2065,Jul,Lahore,Model Town,Butt Karahi,Biryani,Beef Biryani,2,377,0.0,49,754,803,415,388,Lunch,Delivered,Debit Card,4.5
ORD-2066,Jul,Lahore,Bahria Town,Cafe Aylanto,Shawarma,Mayo Shawarma,3,246,0.1,79,738,743,406,337,Lunch,Delivered,Cash on Delivery,5.0
ORD-2067,Jul,Lahore,Cantt,Yum! Lahore,Karahi,Mutton Karahi,1,814,0.1,79,814,812,448,364,Late Night,Delivered,JazzCash,3.5
ORD-2068,Jul,Lahore,Garden Town,Salt'n Pepper,BBQ,Mix BBQ Platter,4,1265,0.0,49,5060,5109,2783,2326,Lunch,Delivered,EasyPaisa,3.0
ORD-2069,Jul,Lahore,Iqbal Town,Charcoal Grill,Biryani,Beef Biryani,3,313,0.0,99,939,1038,516,522,Lunch,Delivered,Debit Card,4.5
ORD-2070,Jul,Lahore,Johar Town,Andaaz,Dessert,Zarda,2,214,0.15,0,428,364,235,129,Breakfast,Delivered,JazzCash,4.0
ORD-2071,Jul,Lahore,Clifton,Butt Karahi,Broast,Broast Deal,4,616,0.0,0,2464,2464,1355,1109,Breakfast,Delivered,EasyPaisa,4.5
ORD-2072,Jul,Lahore,Gulberg,Cafe Aylanto,Desi,Saag Gosht,5,347,0.0,99,1735,1834,954,880,Breakfast,Delivered,Debit Card,4.5
ORD-2073,Jul,Lahore,Johar Town,Haveli Restaurant,Burger,Smash Burger,3,519,0.2,99,1557,1345,856,489,Late Night,Delivered,JazzCash,4.5
ORD-2074,Jul,Lahore,DHA,Hussain Chowk Paye,Desi,Saag Gosht,3,319,0.0,79,957,1036,526,510,Breakfast,Delivered,JazzCash,4.5
ORD-2075,Jul,Lahore,Gulberg,Spice Bazaar,Shawarma,Spicy Shawarma,2,356,0.2,79,712,649,392,257,Breakfast,Delivered,JazzCash,4.0
ORD-2076,Jul,Lahore,Wapda Town,Andaaz,BBQ,Mix BBQ Platter,4,1119,0.15,0,4476,3805,2462,1343,Dinner,Delivered,EasyPaisa,4.5
ORD-2077,Jul,Lahore,Garden Town,Andaaz,Nihari,Special Nihari,5,406,0.0,99,2030,2129,1116,1013,Lunch,Delivered,JazzCash,5.0
ORD-2078,Jul,Lahore,Johar Town,Bundu Khan Lahore,Nihari,Mutton Nihari,4,382,0.1,49,1528,1424,840,584,Lunch,Delivered,Cash on Delivery,4.0
ORD-2079,Jul,Lahore,DHA,Waris Nihari,Pizza,Chicken Tikka Pizza,4,879,0.0,79,3516,3595,1934,1661,Dinner,Delivered,Cash on Delivery,3.0
ORD-2080,Jul,Lahore,Gulberg,Yum! Lahore,Dessert,Zarda,3,217,0.1,99,651,685,358,327,Late Night,Delivered,Debit Card,5.0
ORD-2081,Jul,Lahore,Johar Town,Spice Bazaar,Dessert,Zarda,4,233,0.0,79,932,1011,513,498,Lunch,Delivered,Cash on Delivery,4.5
ORD-2082,Jul,Lahore,Gulberg,Salt'n Pepper,Pizza,BBQ Pizza,2,688,0.15,49,1376,1219,757,462,Lunch,Delivered,EasyPaisa,4.5
ORD-2083,Jul,Lahore,Garden Town,Andaaz,BBQ,Seekh Kabab,5,1377,0.2,0,6885,5508,3787,1721,Breakfast,Cancelled,JazzCash,
ORD-2084,Jul,Lahore,Gulberg,McDonald's Gulberg,Broast,3 Pcs Broast,1,714,0.15,49,714,656,393,263,Lunch,Delivered,JazzCash,4.0
ORD-2085,Jul,Lahore,Garden Town,Waris Nihari,Nihari,Mutton Nihari,2,394,0.0,99,788,887,433,454,Dinner,Delivered,Credit Card,5.0
ORD-2086,Jul,Lahore,Johar Town,McDonald's Gulberg,Desi,Saag Gosht,3,370,0.1,99,1110,1098,610,488,Lunch,Delivered,Credit Card,4.0
ORD-2087,Jul,Lahore,Garden Town,Bundu Khan Lahore,Pizza,Fajita Pizza,1,842,0.1,0,842,758,463,295,Lunch,Delivered,EasyPaisa,5.0
ORD-2088,Jul,Lahore,Johar Town,Waris Nihari,Nihari,Nalli Nihari,4,478,0.0,79,1912,1991,1052,939,Lunch,Delivered,Cash on Delivery,3.0
ORD-2089,Jul,Lahore,Bahria Town,Butt Karahi,BBQ,Mix BBQ Platter,2,1284,0.0,0,2568,2568,1412,1156,Dinner,Delivered,Debit Card,3.5
ORD-2090,Jul,Lahore,Gulberg,Lahori Chargha,Nihari,Mutton Nihari,2,482,0.0,49,964,1013,530,483,Lunch,Delivered,Cash on Delivery,5.0
ORD-2091,Jul,Lahore,Cantt,Cuckoo's Den,Pizza,Fajita Pizza,4,851,0.0,99,3404,3503,1872,1631,Breakfast,Delivered,EasyPaisa,3.0
ORD-2092,Jul,Lahore,Cantt,Yum! Lahore,BBQ,Chicken Tikka,5,1277,0.0,0,6385,6385,3512,2873,Breakfast,Delivered,Cash on Delivery,4.0
ORD-2093,Jul,Lahore,Bahria Town,Bundu Khan Lahore,Shawarma,Spicy Shawarma,3,262,0.15,79,786,747,432,315,Lunch,Delivered,JazzCash,4.0
ORD-2094,Jul,Lahore,Cantt,Bundu Khan Lahore,Shawarma,Beef Shawarma,2,306,0.0,49,612,661,337,324,Breakfast,Delivered,JazzCash,4.0
ORD-2095,Jul,Lahore,Iqbal Town,Cuckoo's Den,Desi,Saag Gosht,3,421,0.1,99,1263,1236,695,541,Lunch,Delivered,Cash on Delivery,3.0
ORD-2096,Jul,Lahore,Wapda Town,Pak Tea House,Biryani,Mutton Biryani,3,403,0.0,79,1209,1288,665,623,Breakfast,Delivered,JazzCash,4.0
ORD-2097,Jul,Lahore,Gulberg,Waris Nihari,Pizza,Fajita Pizza,1,946,0.0,49,946,995,520,475,Lunch,Delivered,Credit Card,3.5
ORD-2098,Jul,Lahore,Garden Town,McDonald's Gulberg,Biryani,Mutton Biryani,1,421,0.2,79,421,416,232,184,Late Night,Cancelled,Cash on Delivery,
ORD-2099,Jul,Lahore,Gulberg,Hussain Chowk Paye,Desi,Haleem,4,375,0.0,0,1500,1500,825,675,Dinner,Delivered,JazzCash,5.0
ORD-2100,Jul,Lahore,Iqbal Town,Lahori Chargha,Dessert,Kheer,5,243,0.2,79,1215,1051,668,383,Late Night,Cancelled,Debit Card,
ORD-2101,Jul,Lahore,Model Town,Lahori Chargha,Burger,Crispy Burger,1,474,0.15,99,474,502,261,241,Breakfast,Delivered,EasyPaisa,4.5
ORD-2102,Jul,Lahore,Garden Town,Salt'n Pepper,BBQ,Mix BBQ Platter,4,1091,0.0,79,4364,4443,2400,2043,Dinner,Delivered,EasyPaisa,3.0
ORD-2103,Jul,Lahore,Wapda Town,Spice Bazaar,BBQ,Chicken Tikka,4,1037,0.0,79,4148,4227,2281,1946,Lunch,Delivered,EasyPaisa,3.5
ORD-2104,Jul,Lahore,Cantt,Bundu Khan Lahore,Biryani,Mutton Biryani,4,431,0.15,0,1724,1465,948,517,Late Night,Delivered,JazzCash,3.5
ORD-2105,Jul,Lahore,Bahria Town,Spice Bazaar,Burger,Crispy Burger,2,402,0.2,0,804,643,442,201,Lunch,Delivered,EasyPaisa,4.0
ORD-2106,Jul,Lahore,Iqbal Town,Hussain Chowk Paye,Broast,Half Broast,1,778,0.15,79,778,740,428,312,Breakfast,Delivered,EasyPaisa,3.5
ORD-2107,Jul,Lahore,Iqbal Town,Cafe Aylanto,BBQ,Boti Kabab,5,1470,0.2,99,7350,5979,4043,1936,Breakfast,Delivered,EasyPaisa,4.0
ORD-2108,Jul,Lahore,Garden Town,Hussain Chowk Paye,Nihari,Special Nihari,3,450,0.0,49,1350,1399,743,656,Late Night,Delivered,Credit Card,4.0
ORD-2109,Jul,Lahore,Bahria Town,Cafe Aylanto,Pizza,Fajita Pizza,1,774,0.15,99,774,757,426,331,Lunch,Delivered,Debit Card,4.0
ORD-2110,Jul,Lahore,Bahria Town,Salt'n Pepper,Broast,Full Broast,2,700,0.0,79,1400,1479,770,709,Late Night,Delivered,JazzCash,5.0
ORD-2111,Jul,Lahore,Bahria Town,Cafe Aylanto,Pizza,Fajita Pizza,5,713,0.2,79,3565,2931,1961,970,Breakfast,Delivered,EasyPaisa,4.0
ORD-2112,Jul,Lahore,Model Town,Lahori Chargha,Desi,Aloo Gosht,1,398,0.15,99,398,437,219,218,Lunch,Delivered,Cash on Delivery,3.0
ORD-2113,Jul,Lahore,Clifton,Bundu Khan Lahore,BBQ,Boti Kabab,5,1363,0.0,99,6815,6914,3748,3166,Dinner,Delivered,EasyPaisa,5.0
ORD-2114,Jul,Lahore,Model Town,Salt'n Pepper,Nihari,Beef Nihari,1,464,0.0,79,464,543,255,288,Breakfast,Cancelled,Credit Card,
ORD-2115,Jul,Lahore,Cantt,Bundu Khan Lahore,Biryani,Mutton Biryani,2,317,0.0,99,634,733,349,384,Breakfast,Cancelled,EasyPaisa,
ORD-2116,Jul,Lahore,Clifton,Butt Karahi,Desi,Saag Gosht,5,357,0.2,99,1785,1527,982,545,Lunch,Delivered,Debit Card,3.5
ORD-2117,Jul,Lahore,Gulberg,Charcoal Grill,Desi,Saag Gosht,3,417,0.15,79,1251,1142,688,454,Breakfast,Cancelled,JazzCash,
ORD-2118,Jul,Lahore,Clifton,McDonald's Gulberg,Karahi,White Karahi,2,994,0.0,79,1988,2067,1093,974,Breakfast,Delivered,Credit Card,3.0
ORD-2119,Jul,Lahore,Clifton,Yum! Lahore,Shawarma,Beef Shawarma,1,325,0.15,79,325,355,179,176,Lunch,Cancelled,Credit Card,
ORD-2120,Jul,Lahore,Gulberg,Salt'n Pepper,Broast,Half Broast,4,583,0.2,0,2332,1866,1283,583,Late Night,Delivered,JazzCash,3.0
ORD-2121,Jul,Lahore,Gulberg,Cuckoo's Den,Desi,Haleem,1,427,0.15,79,427,442,235,207,Dinner,Delivered,Credit Card,3.5
ORD-2122,Jul,Lahore,Garden Town,Haveli Restaurant,Karahi,Mutton Karahi,4,905,0.15,49,3620,3126,1991,1135,Lunch,Delivered,Debit Card,4.0
ORD-2123,Jul,Lahore,DHA,Salt'n Pepper,Broast,3 Pcs Broast,3,557,0.1,79,1671,1583,919,664,Dinner,Cancelled,Cash on Delivery,
ORD-2124,Jul,Lahore,Iqbal Town,Hussain Chowk Paye,Biryani,Chicken Biryani,3,316,0.15,79,948,885,521,364,Breakfast,Delivered,Credit Card,4.0
ORD-2125,Jul,Lahore,Iqbal Town,Salt'n Pepper,Dessert,Zarda,5,224,0.0,99,1120,1219,616,603,Lunch,Delivered,Cash on Delivery,3.5
ORD-2126,Jul,Lahore,Wapda Town,Pak Tea House,Pizza,Fajita Pizza,3,959,0.0,99,2877,2976,1582,1394,Lunch,Delivered,JazzCash,3.0
ORD-2127,Jul,Lahore,DHA,Haveli Restaurant,BBQ,Boti Kabab,1,1148,0.15,99,1148,1075,631,444,Lunch,Delivered,Debit Card,4.5
ORD-2128,Jul,Lahore,DHA,Salt'n Pepper,Karahi,Beef Karahi,5,962,0.0,79,4810,4889,2646,2243,Lunch,Delivered,Debit Card,3.5
ORD-2129,Jul,Lahore,DHA,Hussain Chowk Paye,Shawarma,Beef Shawarma,3,289,0.1,0,867,780,477,303,Late Night,Delivered,Credit Card,5.0
ORD-2130,Jul,Lahore,DHA,Waris Nihari,BBQ,Seekh Kabab,5,1065,0.0,0,5325,5325,2929,2396,Dinner,Delivered,Cash on Delivery,4.5
ORD-2131,Jul,Lahore,Cantt,Cuckoo's Den,Broast,Broast Deal,4,705,0.0,0,2820,2820,1551,1269,Late Night,Delivered,Cash on Delivery,3.5
ORD-2132,Jul,Lahore,Iqbal Town,McDonald's Gulberg,Burger,Smash Burger,2,578,0.0,49,1156,1205,636,569,Lunch,Delivered,JazzCash,3.5
ORD-2133,Jul,Lahore,Bahria Town,Salt'n Pepper,Burger,Crispy Burger,2,423,0.0,0,846,846,465,381,Breakfast,Delivered,JazzCash,5.0
ORD-2134,Jul,Lahore,Iqbal Town,Pak Tea House,Burger,Smash Burger,1,437,0.0,79,437,516,240,276,Lunch,Delivered,EasyPaisa,5.0
ORD-2135,Jul,Lahore,Gulberg,Cafe Aylanto,Desi,Aloo Gosht,5,306,0.0,49,1530,1579,842,737,Breakfast,Delivered,Credit Card,3.5
ORD-2136,Jul,Lahore,Johar Town,Bundu Khan Lahore,Broast,3 Pcs Broast,1,622,0.15,99,622,628,342,286,Lunch,Delivered,EasyPaisa,3.0
ORD-2137,Jul,Lahore,Wapda Town,Charcoal Grill,Shawarma,Chicken Shawarma,1,327,0.2,49,327,311,180,131,Breakfast,Delivered,Cash on Delivery,3.0
ORD-2138,Jul,Lahore,Model Town,Cafe Aylanto,BBQ,Seekh Kabab,4,1466,0.15,0,5864,4984,3225,1759,Dinner,Delivered,EasyPaisa,5.0
ORD-2139,Jul,Lahore,Bahria Town,Cuckoo's Den,Karahi,Mutton Karahi,1,888,0.0,49,888,937,488,449,Breakfast,Delivered,Cash on Delivery,4.0
ORD-2140,Jul,Lahore,Wapda Town,Yum! Lahore,Dessert,Gulab Jamun,3,244,0.0,49,732,781,403,378,Dinner,Delivered,Debit Card,4.0
ORD-2141,Jul,Lahore,Garden Town,Hussain Chowk Paye,Broast,Full Broast,5,513,0.15,49,2565,2229,1411,818,Breakfast,Delivered,Cash on Delivery,4.0
ORD-2142,Jul,Lahore,Wapda Town,Spice Bazaar,Broast,Half Broast,4,537,0.1,49,2148,1982,1181,801,Dinner,Cancelled,Credit Card,
ORD-2143,Jul,Lahore,Garden Town,Haveli Restaurant,Dessert,Ras Malai,2,173,0.0,0,346,346,190,156,Breakfast,Delivered,Debit Card,3.5
ORD-2144,Jul,Lahore,Johar Town,Waris Nihari,Burger,Double Patty Burger,2,492,0.1,0,984,886,541,345,Breakfast,Delivered,Credit Card,4.0
